"מועדון","שם","מפתח","סוג","ממצא","פירוט","עונות במאגר","עונות ויקיפדיה","עונות התאחדות","עונות worldfootball","עמדה מאגר","עמדה ויקיפדיה","עמדה wf","לידה מאגר","לידה ויקיפדיה","לידה wf","תיקון מוצע"
"באר־שבעdle","אדיר פיטוסי","158601","שנת לידה","אין בשום מקור","","19/20","-","19/20","-","","","","","","",""
"באר־שבעdle","איליי בן שטרית","126363","עמדה","אין בשום מקור","","19/20","-","19/20","-","","","","","","",""
"באר־שבעdle","איליי בן שטרית","126363","שנת לידה","אין בשום מקור","","19/20","-","19/20","-","","","","","","",""
"באר־שבעdle","איליי מדמון","158088","עונות","סתירה","ויקיפדיה מוסיפה 21/22-22/23 · המאגר מוסיף 19/20","19/20-20/21, 23/24","20/21-23/24","23/24","19/20-20/21, 23/24","MF","MF","MF","2003","2003","2003",""
"באר־שבעdle","אלטון אקולטסה","224803","עונות","סתירה","ויקיפדיה מוסיפה 21/22-22/23 · המאגר מוסיף 19/20","19/20-20/21","20/21-22/23","19/20-20/21","19/20-20/21","FW","FW","FW","1995","1995","1995",""
"באר־שבעdle","ארנסטאס סטקוס","189785","עמדה","אין בשום מקור","","19/20","-","19/20","-","","","","","","",""
"באר־שבעdle","ארנסטאס סטקוס","189785","שנת לידה","אין בשום מקור","","19/20","-","19/20","-","","","","","","",""
"באר־שבעdle","גאטאן וארן","154737","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 19/20 — ייתכן שאלה עונות השאלה","19/20-20/21","20/21","19/20-20/21","-","FW","FW","","1990","1990","",""
"באר־שבעdle","גוזואה פסקאוורה","215528","עמדה","אין בשום מקור","","19/20-20/21","-","19/20-20/21","-","","","","","","",""
"באר־שבעdle","גוזואה פסקאוורה","215528","שנת לידה","אין בשום מקור","","19/20-20/21","-","19/20-20/21","-","","","","","","",""
"באר־שבעdle","דוד קלטינס","58550","עמדה","סתירה","מאגר: MF · ויקיפדיה: DF · worldfootball: MF","19/20-21/22","19/20-21/22","19/20-21/22","19/20-21/22","MF","DF","MF","1995","1995","1995",""
"באר־שבעdle","דויד סימאו","224801","עונות","סתירה","ויקיפדיה מוסיפה 20/21 · המאגר מוסיף 19/20","19/20","20/21","19/20","19/20","MF","MF","MF","1990","1990","1990",""
"באר־שבעdle","דניאל קראדי","126368","עמדה","אין בשום מקור","","19/20","-","19/20","-","","","","","","",""
"באר־שבעdle","דניאל קראדי","126368","שנת לידה","אין בשום מקור","","19/20","-","19/20","-","","","","","","",""
"באר־שבעdle","ירדן קרישטול","45809","עמדה","אין בשום מקור","","19/20","-","19/20","-","","","","","","",""
"באר־שבעdle","ירדן קרישטול","45809","שנת לידה","אין בשום מקור","","19/20","-","19/20","-","","","","","","",""
"באר־שבעdle","קייס גאנם","109976","עונות","סתירה","ויקיפדיה מוסיפה 20/21 · המאגר מוסיף 19/20","19/20, 21/22","20/21-21/22","19/20, 21/22","19/20, 21/22","FW","FW","FW","1997","1997","1997",""
"באר־שבעdle","רואי אביטן","126376","עמדה","אין בשום מקור","","19/20","-","19/20","-","","","","","","",""
"באר־שבעdle","רואי אביטן","126376","שנת לידה","אין בשום מקור","","19/20","-","19/20","-","","","","","","",""
"באר־שבעdle","רון ויזמן","138600","עמדה","אין בשום מקור","","19/20","-","19/20","-","","","","","","",""
"באר־שבעdle","רון ויזמן","138600","שנת לידה","אין בשום מקור","","19/20","-","19/20","-","","","","","","",""
"באר־שבעdle","רז בוחבוט","126387","עמדה","אין בשום מקור","","19/20","-","19/20","-","","","","","","",""
"באר־שבעdle","רז בוחבוט","126387","שנת לידה","אין בשום מקור","","19/20","-","19/20","-","","","","","","",""
"באר־שבעdle","רמזי ספורי","49641","עונות","המאגר קצר מדי","חסרות 20/21","19/20, 21/22-22/23","19/20-22/23","19/20, 21/22-22/23","19/20, 21/22-22/23","FW","MF","FW","1995","1995","1995","""49641"": { ""spells"": [[2020,2023]] }"
"באר־שבעdle","רמזי ספורי","49641","עמדה","סתירה","מאגר: FW · ויקיפדיה: MF · worldfootball: FW","19/20, 21/22-22/23","19/20-22/23","19/20, 21/22-22/23","19/20, 21/22-22/23","FW","MF","FW","1995","1995","1995",""
"באר־שבעdle","איתן רצון","73414","עמדה","אין בשום מקור","","20/21","-","20/21","-","","","","","","",""
"באר־שבעdle","איתן רצון","73414","שנת לידה","אין בשום מקור","","20/21","-","20/21","-","","","","","","",""
"באר־שבעdle","גונתן ולאסקז","225508","עמדה","אין בשום מקור","","20/21","-","20/21","-","","","","","","",""
"באר־שבעdle","גונתן ולאסקז","225508","שנת לידה","אין בשום מקור","","20/21","-","20/21","-","","","","","","",""
"באר־שבעdle","גל לוי","35269","עמדה","אין בשום מקור","","20/21","-","20/21","-","","","","","","",""
"באר־שבעdle","גל לוי","35269","שנת לידה","אין בשום מקור","","20/21","-","20/21","-","","","","","","",""
"באר־שבעdle","ויירה פארליי","233343","עמדה","אין בשום מקור","","20/21","-","20/21","-","","","","","","",""
"באר־שבעdle","ויירה פארליי","233343","שנת לידה","אין בשום מקור","","20/21","-","20/21","-","","","","","","",""
"באר־שבעdle","לוקאס בריירו","227367","עמדה","אין בשום מקור","","20/21-23/24","-","20/21-23/24","-","","","","","","",""
"באר־שבעdle","לוקאס בריירו","227367","שנת לידה","אין בשום מקור","","20/21-23/24","-","20/21-23/24","-","","","","","","",""
"באר־שבעdle","לירן כהן","111032","עמדה","אין בשום מקור","","20/21","-","20/21","-","","","","","","",""
"באר־שבעdle","לירן כהן","111032","שנת לידה","אין בשום מקור","","20/21","-","20/21","-","","","","","","",""
"באר־שבעdle","נתנאל אסקיאס","138592","עמדה","אין בשום מקור","","20/21","-","20/21","-","","","","","","",""
"באר־שבעdle","נתנאל אסקיאס","138592","שנת לידה","אין בשום מקור","","20/21","-","20/21","-","","","","","","",""
"באר־שבעdle","סזאר מלי","227365","עמדה","אין בשום מקור","","20/21","-","20/21","-","","","","","","",""
"באר־שבעdle","סזאר מלי","227365","שנת לידה","אין בשום מקור","","20/21","-","20/21","-","","","","","","",""
"באר־שבעdle","סינטאיהו סלליך","54337","עמדה","סתירה","מאגר: FW · ויקיפדיה: MF · worldfootball: FW","20/21","20/21","20/21","20/21","FW","MF","FW","1991","1991","1991",""
"באר־שבעdle","פארלי רוסה","","עונות","סתירה","ויקיפדיה מוסיפה 21/22 · המאגר מוסיף 20/21","20/21","21/22","-","-","FW","FW","","1994","1994","",""
"באר־שבעdle","רועי אזוט","170035","עמדה","אין בשום מקור","","20/21","-","20/21","-","","","","","","",""
"באר־שבעdle","רועי אזוט","170035","שנת לידה","אין בשום מקור","","20/21","-","20/21","-","","","","","","",""
"באר־שבעdle","רותם חטואל","99604","עונות","המאגר קצר מדי","חסרות 24/25-25/26","20/21-23/24","20/21-25/26","20/21-23/24","20/21-23/24","FW","FW","FW","1998","1998","1998","""99604"": { ""spells"": [[2021,2026]] }"
"באר־שבעdle","רז רחמים","87657","עמדה","אין בשום מקור","","20/21","-","20/21","-","","","","","","",""
"באר־שבעdle","רז רחמים","87657","שנת לידה","אין בשום מקור","","20/21","-","20/21","-","","","","","","",""
"באר־שבעdle","שגיב יחזקאל","56185","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 20/21 — ייתכן שאלה עונות השאלה","20/21-22/23","21/22-22/23","20/21-22/23","20/21-22/23","FW","DF","FW","1995","1995","1995",""
"באר־שבעdle","שגיב יחזקאל","56185","עמדה","סתירה","מאגר: FW · ויקיפדיה: DF · worldfootball: FW","20/21-22/23","21/22-22/23","20/21-22/23","20/21-22/23","FW","DF","FW","1995","1995","1995",""
"באר־שבעdle","אנדרה מרטינס","247120","עמדה","אין בשום מקור","","21/22-22/23","-","21/22-22/23","-","","","","","","",""
"באר־שבעdle","אנדרה מרטינס","247120","שנת לידה","אין בשום מקור","","21/22-22/23","-","21/22-22/23","-","","","","","","",""
"באר־שבעdle","אנדרה מרטינש","","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 21/22 — ייתכן שאלה עונות השאלה","21/22-22/23","22/23","-","-","MF","MF","","1990","1990","",""
"באר־שבעdle","גוסטבו מרמנטיני","","עונות","סתירה","ויקיפדיה מוסיפה 22/23 · המאגר מוסיף 21/22","21/22","22/23","-","-","FW","MF","","1994","1994","",""
"באר־שבעdle","גוסטבו מרמנטיני","","עמדה","סתירה","מאגר: FW · ויקיפדיה: MF","21/22","22/23","-","-","FW","MF","","1994","1994","",""
"באר־שבעdle","גוסטבו סאנטוס","225226","עמדה","אין בשום מקור","","21/22","-","21/22","-","","","","","","",""
"באר־שבעdle","גוסטבו סאנטוס","225226","שנת לידה","אין בשום מקור","","21/22","-","21/22","-","","","","","","",""
"באר־שבעdle","הלדר לופז","238018","עמדה","אין בשום מקור","","21/22-25/26","-","21/22-25/26","-","","","","","","",""
"באר־שבעdle","הלדר לופז","238018","שנת לידה","אין בשום מקור","","21/22-25/26","-","21/22-25/26","-","","","","","","",""
"באר־שבעdle","ניב אליאסי","127912","עונות","המאגר קצר מדי","חסרות 22/23","21/22, 23/24-25/26","21/22-25/26","21/22, 23/24-25/26","21/22, 23/24-25/26","GK","GK","GK","2002","2002","2002","""127912"": { ""spells"": [[2022,2026]] }"
"באר־שבעdle","סאלי גינון","158095","עמדה","אין בשום מקור","","21/22","-","21/22","-","","","","","","",""
"באר־שבעdle","סאלי גינון","158095","שנת לידה","אין בשום מקור","","21/22","-","21/22","-","","","","","","",""
"באר־שבעdle","עידו כהן","122931","עמדה","אין בשום מקור","","21/22","-","21/22","-","","","","","","",""
"באר־שבעdle","עידו כהן","122931","שנת לידה","אין בשום מקור","","21/22","-","21/22","-","","","","","","",""
"באר־שבעdle","רום אליגון","158064","עמדה","אין בשום מקור","","21/22","-","21/22","-","","","","","","",""
"באר־שבעdle","רום אליגון","158064","שנת לידה","אין בשום מקור","","21/22","-","21/22","-","","","","","","",""
"באר־שבעdle","אדריאן פאון","","עונות","המאגר קצר מדי","חסרות 23/24","22/23","22/23-23/24","-","-","MF","MF","","1995","1995","","""אדריאן פאון"": { ""spells"": [[2023,2024]] }"
"באר־שבעdle","אור בלוריאן","98533","עונות","המאגר קצר מדי","חסרות 23/24","22/23, 24/25-25/26","22/23-25/26","22/23, 24/25-25/26","22/23, 24/25-25/26","DF","DF","DF","2000","2000","2000","""98533"": { ""spells"": [[2023,2026]] }"
"באר־שבעdle","אמיר אריאלי","134536","עמדה","אין בשום מקור","","22/23","-","22/23","-","","","","","","",""
"באר־שבעdle","אמיר אריאלי","134536","שנת לידה","אין בשום מקור","","22/23","-","22/23","-","","","","","","",""
"באר־שבעdle","אמיר גנאח","179518","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 22/23 — ייתכן שאלה עונות השאלה","22/23-25/26","23/24-25/26","23/24-25/26","22/23-25/26","MF","FW","MF","2004","2004","2004",""
"באר־שבעdle","אמיר גנאח","179518","עמדה","סתירה","מאגר: MF · ויקיפדיה: FW · worldfootball: MF","22/23-25/26","23/24-25/26","23/24-25/26","22/23-25/26","MF","FW","MF","2004","2004","2004",""
"באר־שבעdle","זאהי אחמד","116370","עונות","סתירה","ויקיפדיה מוסיפה 23/24 · המאגר מוסיף 22/23","22/23, 24/25-25/26","23/24-25/26","24/25-25/26","22/23, 24/25-25/26","FW","FW","FW","2001","2001","2001",""
"באר־שבעdle","טום עמוס","263937","עמדה","אין בשום מקור","","22/23","-","22/23","-","","","","","","",""
"באר־שבעdle","טום עמוס","263937","שנת לידה","אין בשום מקור","","22/23","-","22/23","-","","","","","","",""
"באר־שבעdle","ליעד אביטבול","157774","עמדה","אין בשום מקור","","22/23","-","22/23","-","","","","","","",""
"באר־שבעdle","ליעד אביטבול","157774","שנת לידה","אין בשום מקור","","22/23","-","22/23","-","","","","","","",""
"באר־שבעdle","מאגומד סוליימאנוב","250376","עמדה","אין בשום מקור","","22/23","-","22/23","-","","","","","","",""
"באר־שבעdle","מאגומד סוליימאנוב","250376","שנת לידה","אין בשום מקור","","22/23","-","22/23","-","","","","","","",""
"באר־שבעdle","עדן שמיר","58646","עונות","המאגר קצר מדי","חסרות 19/20","22/23-23/24","19/20, 22/23-23/24","22/23-23/24","22/23-23/24","MF","MF","MF","1995","1995","1995","""58646"": { ""spells"": [[2020,2020],[2023,2024]] }"
"באר־שבעdle","פטריק קלימלה","264358","עונות","סתירה","ויקיפדיה מוסיפה 23/24 · המאגר מוסיף 22/23","22/23","23/24","22/23","22/23","FW","FW","FW","1998","1998","1998",""
"באר־שבעdle","קונסטנטין אלכסנדרו","259262","עמדה","אין בשום מקור","","22/23","-","22/23","-","","","","","","",""
